Date,Nationality,Pending further review,Pending initial decision (6 months or less),Pending initial decision (more than 6 months)
2015-03-31,Cape Verde,,2,
2015-03-31,Cuba,,1,
2015-03-31,Czech Republic,,3,
2015-03-31,Fiji,,1,2
2015-03-31,France,,1,
2015-03-31,Germany,,4,
2015-03-31,Greece,,4,1
2015-03-31,Guatemala,,2,
2015-03-31,Haiti,,1,
2015-03-31,Italy,,1,1
2015-03-31,Kyrgyzstan,,5,1
2015-03-31,Lesotho,,2,
2015-03-31,Macedonia,,1,
2015-03-31,Maldives,,1,
2015-03-31,Qatar,,2,
2015-03-31,Seychelles,,1,
2015-03-31,Slovakia,,2,
2015-03-31,St. Kitts and Nevis,,1,1
2015-03-31,Sudan (South),,6,
2015-03-31,Swaziland,,7,5
2015-03-31,Tajikistan,,1,1
2015-03-31,Tonga,,1,
2015-03-31,United Arab Emirates,,6,11
2015-03-31,Western Sahara,,1,2
2015-03-31,Croatia,,,4
2015-03-31,Dominica,,,1
2015-03-31,Ecuador,,,1
2015-03-31,Hong Kong,,,1
2015-03-31,Nicaragua,,,1
2015-06-30,Afghanistan,871,680,279
2015-06-30,Albania,777,694,601
2015-06-30,Algeria,101,63,32
2015-06-30,Angola,28,26,12
2015-06-30,Antigua and Barbuda,1,,
2015-06-30,Armenia,21,20,7
2015-06-30,Azerbaijan,13,9,2
2015-06-30,Bahrain,8,9,1
2015-06-30,Bangladesh,423,266,127
2015-06-30,Barbados,1,,1
2015-06-30,Belarus,4,6,
2015-06-30,Belgium,1,,
2015-06-30,Belize,2,,
2015-06-30,Benin,2,,1
2015-06-30,Bhutan,1,5,1
2015-06-30,Bolivia,1,13,1
2015-06-30,Bosnia and Herzegovina,1,1,5
2015-06-30,Botswana,3,6,4
2015-06-30,British overseas citizens,8,4,2
2015-06-30,Burkina,7,,
2015-06-30,Burma,67,87,18
2015-06-30,Burundi,8,6,1
2015-06-30,Cameroon,82,57,29
2015-06-30,Canada,5,5,3
2015-06-30,Central African Republic,3,,
2015-06-30,Chad,4,17,5
2015-06-30,China,609,219,122
2015-06-30,Colombia,12,3,1
2015-06-30,Congo,28,4,11
2015-06-30,Congo (Democratic Republic),170,83,67
2015-06-30,Costa Rica,2,,
2015-06-30,Cyprus (Northern part of),2,,
2015-06-30,Djibouti,1,1,
2015-06-30,Egypt,169,106,61
2015-06-30,El Salvador,17,9,
2015-06-30,Equatorial Guinea,3,1,
2015-06-30,Eritrea,794,1180,150
2015-06-30,Ethiopia,125,292,40
2015-06-30,"Gambia, The",143,103,41
2015-06-30,Georgia,26,15,27
2015-06-30,Ghana,54,48,27
2015-06-30,Grenada,6,,1
2015-06-30,Guatemala,4,2,
2015-06-30,Guinea,21,11,8
2015-06-30,Guyana,2,4,
2015-06-30,Honduras,4,1,1
2015-06-30,India,212,306,143
2015-06-30,Indonesia,12,1,1
2015-06-30,Iran,948,797,217
2015-06-30,Iraq,492,447,179
2015-06-30,Ireland,1,1,
2015-06-30,Israel,7,1,1
2015-06-30,Ivory Coast,48,12,17
2015-06-30,Jamaica,40,46,30
2015-06-30,Japan,1,,
2015-06-30,Jordan,12,22,9
2015-06-30,Kazakhstan,8,1,5
2015-06-30,Kenya,41,34,28
2015-06-30,Korea (North),13,25,13
2015-06-30,Korea (South),7,4,
2015-06-30,Kosovo,11,6,14
2015-06-30,Kuwait,26,50,2
2015-06-30,Kyrgyzstan,1,8,1
2015-06-30,Latvia,2,5,2
2015-06-30,Lebanon,46,34,28
2015-06-30,Lesotho,1,1,
2015-06-30,Liberia,3,1,5
2015-06-30,Libya,392,464,216
2015-06-30,Lithuania,3,9,6
2015-06-30,Malawi,84,59,19
2015-06-30,Malaysia,19,20,1
2015-06-30,Mali,12,4,2
2015-06-30,Mauritania,2,1,
2015-06-30,Mauritius,29,23,11
2015-06-30,Mexico,4,8,5
2015-06-30,Mongolia,11,,13
2015-06-30,Morocco,29,28,11
2015-06-30,Mozambique,1,1,
2015-06-30,Namibia,8,16,6
2015-06-30,Nepal,21,25,4
2015-06-30,Nigeria,760,587,279
2015-06-30,Occupied Palestinian Territories,106,52,32
2015-06-30,Oman,4,4,4
2015-06-30,Other and unknown,5,6,4
2015-06-30,Pakistan,1848,932,423
2015-06-30,Philippines,14,14,3
2015-06-30,Poland,9,19,11
2015-06-30,Portugal,2,1,
2015-06-30,Refugee,8,2,6
2015-06-30,Russia,54,47,40
2015-06-30,Rwanda,13,4,8
2015-06-30,Saudi Arabia,9,14,13
2015-06-30,Senegal,13,7,7
2015-06-30,Sierra Leone,67,38,19
2015-06-30,Singapore,2,1,4
2015-06-30,Somalia,225,173,76
2015-06-30,South Africa,26,37,15
2015-06-30,Spain,1,1,
2015-06-30,Sri Lanka,1666,540,524
2015-06-30,St. Lucia,2,3,1
2015-06-30,St. Vincent and the Grenadines,5,3,3
2015-06-30,Stateless,74,92,23
2015-06-30,Sudan,151,688,78
2015-06-30,Sudan (South),1,4,
2015-06-30,Swaziland,2,5,5
2015-06-30,Switzerland,1,,
2015-06-30,Syria,145,683,215
2015-06-30,Tajikistan,1,,1
2015-06-30,Tanzania,19,16,7
2015-06-30,Thailand,2,9,4
2015-06-30,Togo,5,2,1
2015-06-30,Tonga,1,,
2015-06-30,Trinidad and Tobago,15,5,4
2015-06-30,Tunisia,10,13,7
2015-06-30,Turkey,184,98,110
2015-06-30,Turkmenistan,5,1,
2015-06-30,Uganda,92,76,56
2015-06-30,Ukraine,74,78,23
2015-06-30,United Arab Emirates,6,1,11
2015-06-30,United States,18,14,6
2015-06-30,Uzbekistan,16,3,3
2015-06-30,Venezuela,7,4,2
2015-06-30,Vietnam,119,189,106
2015-06-30,Western Sahara,1,,1
2015-06-30,Yemen,52,52,16
2015-06-30,Zambia,12,6,13
2015-06-30,Zimbabwe,389,158,50
2015-06-30,Australia,,1,1
2015-06-30,Brazil,,9,6
2015-06-30,Bulgaria,,1,
2015-06-30,Cape Verde,,2,
2015-06-30,Cuba,,3,1
2015-06-30,Czech Republic,,2,1
2015-06-30,Dominican Republic,,1,
2015-06-30,Estonia,,2,
2015-06-30,Fiji,,1,1
2015-06-30,Finland,,1,
2015-06-30,Former Yugoslavia,,1,
2015-06-30,Germany,,2,
2015-06-30,Greece,,4,
2015-06-30,Guinea-Bissau,,3,1
2015-06-30,Hong Kong,,2,1
2015-06-30,Hungary,,2,
2015-06-30,Maldives,,1,
2015-06-30,Moldova,,1,
2015-06-30,Netherlands,,1,
2015-06-30,Nicaragua,,1,1
2015-06-30,Niger,,1,1
2015-06-30,Romania,,2,
2015-06-30,St. Kitts and Nevis,,1,1
2015-06-30,Croatia,,,4
2015-06-30,Dominica,,,1
2015-06-30,Ecuador,,,1
2015-06-30,France,,,1
2015-06-30,Italy,,,1
2015-06-30,Macedonia,,,2
2015-06-30,Qatar,,,1
2015-06-30,Seychelles,,,1
2015-06-30,Slovakia,,,1
2015-09-30,Afghanistan,748,1202,246
2015-09-30,Albania,781,688,730
2015-09-30,Algeria,98,54,27
2015-09-30,Angola,28,24,15
2015-09-30,Antigua and Barbuda,1,1,
2015-09-30,Argentina,4,,
2015-09-30,Armenia,19,14,3
2015-09-30,Azerbaijan,8,13,4
2015-09-30,Bahrain,3,13,1
2015-09-30,Bangladesh,391,410,120
2015-09-30,Barbados,1,4,1
2015-09-30,Belarus,4,11,2
2015-09-30,Belgium,1,4,
2015-09-30,Benin,2,,2
2015-09-30,Bolivia,1,4,4
2015-09-30,Bosnia and Herzegovina,1,2,5
2015-09-30,Botswana,3,6,5
2015-09-30,Brazil,1,15,5
2015-09-30,British overseas citizens,7,5,1
2015-09-30,Burkina,1,2,
2015-09-30,Burma,71,91,19
2015-09-30,Burundi,6,7,1
2015-09-30,Cameroon,85,42,24
2015-09-30,Canada,2,11,3
2015-09-30,Central African Republic,3,,
2015-09-30,Chad,6,14,6
2015-09-30,China,491,242,99
2015-09-30,Colombia,10,2,1
2015-09-30,Congo,19,9,11
2015-09-30,Congo (Democratic Republic),153,82,68
2015-09-30,Cyprus (Northern part of),1,,
2015-09-30,Czech Republic,1,,1
2015-09-30,Djibouti,1,,
2015-09-30,Egypt,152,132,69
2015-09-30,El Salvador,21,3,
2015-09-30,Equatorial Guinea,3,1,
2015-09-30,Eritrea,914,1574,159
2015-09-30,Ethiopia,120,366,56
2015-09-30,"Gambia, The",120,86,55
2015-09-30,Georgia,23,20,22
2015-09-30,Ghana,66,60,26
2015-09-30,Grenada,4,3,
2015-09-30,Guatemala,4,1,2
2015-09-30,Guinea,15,7,8
2015-09-30,Guyana,3,2,1
2015-09-30,Honduras,1,4,1
2015-09-30,Hungary,1,,1
2015-09-30,India,264,399,124
2015-09-30,Indonesia,11,1,1
2015-09-30,Iran,777,1090,169
2015-09-30,Iraq,461,844,193
2015-09-30,Ireland,2,1,
2015-09-30,Israel,4,,1
2015-09-30,Ivory Coast,40,12,17
2015-09-30,Jamaica,33,69,32
2015-09-30,Japan,1,,
2015-09-30,Jordan,16,11,10
2015-09-30,Kazakhstan,8,1,1
2015-09-30,Kenya,33,42,31
2015-09-30,Korea (North),13,19,17
2015-09-30,Korea (South),8,2,
2015-09-30,Kosovo,12,6,12
2015-09-30,Kuwait,27,56,3
2015-09-30,Latvia,4,4,2
2015-09-30,Lebanon,52,21,32
2015-09-30,Lesotho,1,,
2015-09-30,Liberia,3,,3
2015-09-30,Libya,394,358,251
2015-09-30,Lithuania,1,7,7
2015-09-30,Malawi,51,42,27
2015-09-30,Malaysia,18,24,
2015-09-30,Mali,14,8,1
2015-09-30,Mauritius,29,22,8
2015-09-30,Mexico,3,11,8
2015-09-30,Mongolia,17,4,9
2015-09-30,Morocco,30,29,12
2015-09-30,Mozambique,1,1,
2015-09-30,Namibia,12,12,4
2015-09-30,Nepal,25,21,1
2015-09-30,Niger,1,1,
2015-09-30,Nigeria,710,587,291
2015-09-30,Occupied Palestinian Territories,85,58,34
2015-09-30,Oman,4,4,1
2015-09-30,Other and unknown,3,9,5
2015-09-30,Pakistan,1577,1275,385
2015-09-30,Philippines,2,24,3
2015-09-30,Poland,5,19,12
2015-09-30,Portugal,1,1,1
2015-09-30,Refugee,6,5,6
2015-09-30,Romania,1,8,
2015-09-30,Russia,58,31,47
2015-09-30,Rwanda,11,4,7
2015-09-30,Saudi Arabia,18,20,7
2015-09-30,Senegal,8,14,5
2015-09-30,Sierra Leone,47,39,33
2015-09-30,Singapore,3,,4
2015-09-30,Slovakia,2,2,1
2015-09-30,Somalia,205,132,67
2015-09-30,South Africa,37,30,15
2015-09-30,Spain,1,,
2015-09-30,Sri Lanka,1575,517,514
2015-09-30,St. Lucia,1,9,2
2015-09-30,St. Vincent and the Grenadines,3,1,3
2015-09-30,Stateless,71,218,13
2015-09-30,Sudan,169,1443,72
2015-09-30,Sudan (South),3,,
2015-09-30,Swaziland,2,7,6
2015-09-30,Switzerland,1,,
2015-09-30,Syria,125,889,141
2015-09-30,Tajikistan,2,,
2015-09-30,Tanzania,10,7,11
2015-09-30,Thailand,3,12,4
2015-09-30,Togo,1,3,2
2015-09-30,Tonga,1,,
2015-09-30,Trinidad and Tobago,11,15,3
2015-09-30,Tunisia,8,12,10
2015-09-30,Turkey,154,101,128
2015-09-30,Turkmenistan,5,2,
2015-09-30,Uganda,85,109,46
2015-09-30,Ukraine,86,83,18
2015-09-30,United Arab Emirates,6,,
2015-09-30,United States,11,12,5
2015-09-30,Uzbekistan,10,5,4
2015-09-30,Venezuela,11,2,1
2015-09-30,Vietnam,127,237,114
2015-09-30,Western Sahara,1,,1
2015-09-30,Yemen,27,80,17
2015-09-30,Zambia,16,5,9
2015-09-30,Zimbabwe,360,122,48
2015-09-30,Australia,,1,1
2015-09-30,Belize,,1,
2015-09-30,Bhutan,,1,2
2015-09-30,Bulgaria,,1,
2015-09-30,Cambodia,,1,
2015-09-30,Comoros,,1,
2015-09-30,Cuba,,2,1
2015-09-30,Dominica,,2,1
2015-09-30,Dominican Republic,,1,
2015-09-30,Estonia,,1,
2015-09-30,Germany,,1,
2015-09-30,Greece,,1,3
2015-09-30,Hong Kong,,5,1
2015-09-30,Kyrgyzstan,,7,1
2015-09-30,Laos,,1,
2015-09-30,Maldives,,10,
2015-09-30,Mauritania,,1,
2015-09-30,Qatar,,1,1
2015-09-30,Serbia,,1,
2015-09-30,Seychelles,,1,1
2015-09-30,St. Kitts and Nevis,,1,2
2015-09-30,Cape Verde,,,2
2015-09-30,Croatia,,,4
2015-09-30,Ecuador,,,1
2015-09-30,Fiji,,,1
2015-09-30,Guinea-Bissau,,,1
2015-09-30,Italy,,,1
2015-09-30,Macedonia,,,2
2015-09-30,Nicaragua,,,1
2015-12-31,Afghanistan,753,1477,306
2015-12-31,Albania,818,714,679
2015-12-31,Algeria,92,47,35
2015-12-31,Angola,19,34,18
2015-12-31,Antigua and Barbuda,1,1,
2015-12-31,Armenia,13,2,4
2015-12-31,Azerbaijan,11,15,4
2015-12-31,Bahrain,3,2,4
2015-12-31,Bangladesh,466,621,128
2015-12-31,Barbados,1,6,1
2015-12-31,Belarus,2,7,2
2015-12-31,Benin,1,1,
2015-12-31,Bhutan,2,,2
2015-12-31,Bolivia,1,2,4
2015-12-31,Bosnia and Herzegovina,1,1,5
2015-12-31,Botswana,3,5,5
2015-12-31,Brazil,8,6,5
2015-12-31,British overseas citizens,10,3,1
2015-12-31,Burkina,1,2,
2015-12-31,Burma,82,63,14
2015-12-31,Burundi,6,10,4
2015-12-31,Cameroon,95,52,22
2015-12-31,Canada,3,7,3
2015-12-31,Cape Verde,2,,
2015-12-31,Central African Republic,3,2,
2015-12-31,Chad,11,3,8
2015-12-31,China,444,272,86
2015-12-31,Colombia,10,10,2
2015-12-31,Congo,22,15,9
2015-12-31,Congo (Democratic Republic),145,75,74
2015-12-31,Djibouti,2,,
2015-12-31,Dominica,1,1,1
2015-12-31,Ecuador,1,1,1
2015-12-31,Egypt,161,140,72
2015-12-31,El Salvador,22,9,
2015-12-31,Eritrea,766,1731,223
2015-12-31,Ethiopia,123,251,79
2015-12-31,France,1,2,1
2015-12-31,"Gambia, The",114,87,44
2015-12-31,Georgia,22,12,22
2015-12-31,Ghana,66,82,25
2015-12-31,Greece,2,,2
2015-12-31,Grenada,6,5,
2015-12-31,Guatemala,4,,2
2015-12-31,Guinea,17,15,7
2015-12-31,Guinea-Bissau,1,2,
2015-12-31,Guyana,2,2,1
2015-12-31,Honduras,1,3,1
2015-12-31,Hong Kong,1,1,1
2015-12-31,India,208,456,141
2015-12-31,Indonesia,11,2,1
2015-12-31,Iran,684,1977,183
2015-12-31,Iraq,553,1610,212
2015-12-31,Ireland,1,,
2015-12-31,Israel,3,,1
2015-12-31,Ivory Coast,31,16,17
2015-12-31,Jamaica,34,72,25
2015-12-31,Japan,1,,
2015-12-31,Jordan,14,10,12
2015-12-31,Kazakhstan,11,1,
2015-12-31,Kenya,38,34,28
2015-12-31,Korea (North),14,17,16
2015-12-31,Korea (South),2,2,
2015-12-31,Kosovo,16,4,5
2015-12-31,Kuwait,19,62,4
2015-12-31,Kyrgyzstan,6,4,1
2015-12-31,Latvia,2,2,2
2015-12-31,Lebanon,60,41,25
2015-12-31,Lesotho,1,,
2015-12-31,Liberia,6,2,2
2015-12-31,Libya,455,322,244
2015-12-31,Lithuania,1,4,7
2015-12-31,Malawi,55,41,23
2015-12-31,Malaysia,20,22,6
2015-12-31,Mali,10,6,2
2015-12-31,Mauritius,26,26,5
2015-12-31,Mexico,4,4,8
2015-12-31,Mongolia,9,11,8
2015-12-31,Morocco,29,25,11
2015-12-31,Mozambique,2,1,
2015-12-31,Namibia,19,8,2
2015-12-31,Nepal,28,39,
2015-12-31,Niger,1,,1
2015-12-31,Nigeria,641,582,265
2015-12-31,Occupied Palestinian Territories,85,78,23
2015-12-31,Oman,5,1,
2015-12-31,Other and unknown,4,12,5
2015-12-31,Pakistan,1377,1327,367
2015-12-31,Philippines,19,35,3
2015-12-31,Poland,4,7,10
2015-12-31,Portugal,3,1,
2015-12-31,Refugee,6,6,4
2015-12-31,Romania,3,2,1
2015-12-31,Russia,54,52,35
2015-12-31,Rwanda,10,3,8
2015-12-31,Saudi Arabia,18,15,9
2015-12-31,Senegal,12,15,4
2015-12-31,Sierra Leone,50,31,26
2015-12-31,Singapore,3,,2
2015-12-31,Slovakia,1,1,
2015-12-31,Somalia,184,164,69
2015-12-31,South Africa,39,20,16
2015-12-31,Spain,1,1,
2015-12-31,Sri Lanka,1478,601,456
2015-12-31,St. Lucia,4,10,2
2015-12-31,St. Vincent and the Grenadines,1,,
2015-12-31,Stateless,67,361,12
2015-12-31,Sudan,136,972,74
2015-12-31,Swaziland,4,7,6
2015-12-31,Switzerland,1,,
2015-12-31,Syria,116,1424,108
2015-12-31,Tajikistan,2,1,
2015-12-31,Tanzania,10,28,10
2015-12-31,Thailand,3,11,5
2015-12-31,Togo,3,1,1
2015-12-31,Trinidad and Tobago,6,16,2
2015-12-31,Tunisia,5,12,9
2015-12-31,Turkey,145,110,125
2015-12-31,Turkmenistan,4,1,
2015-12-31,Uganda,77,131,39
2015-12-31,Ukraine,53,61,25
2015-12-31,United Arab Emirates,17,,
2015-12-31,United States,6,26,5
2015-12-31,Uruguay,1,,
2015-12-31,Uzbekistan,6,23,4
2015-12-31,Venezuela,6,4,1
2015-12-31,Vietnam,136,277,132
2015-12-31,Yemen,22,55,17
2015-12-31,Zambia,13,11,8
2015-12-31,Zimbabwe,286,135,54
2015-12-31,Belize,,1,
2015-12-31,Bulgaria,,1,
2015-12-31,Cambodia,,1,
2015-12-31,Cuba,,1,2
2015-12-31,East Timor,,2,
2015-12-31,Estonia,,1,
2015-12-31,Laos,,3,
2015-12-31,Maldives,,18,
2015-12-31,New Zealand,,2,
2015-12-31,Serbia,,2,
2015-12-31,Seychelles,,1,1
2015-12-31,St. Kitts and Nevis,,2,2
2015-12-31,Sudan (South),,1,
2015-12-31,Australia,,,1
2015-12-31,Croatia,,,4
2015-12-31,Equatorial Guinea,,,1
2015-12-31,Fiji,,,1
2015-12-31,Italy,,,1
2015-12-31,Macedonia,,,2
2015-12-31,Mauritania,,,1
2015-12-31,Nicaragua,,,1
2015-12-31,Qatar,,,1
2015-12-31,Western Sahara,,,1
2016-03-31,Afghanistan,694,1329,463
2016-03-31,Albania,731,719,781
2016-03-31,Algeria,66,59,41
2016-03-31,Angola,29,24,21
2016-03-31,Antigua and Barbuda,1,2,
2016-03-31,Armenia,9,2,4
2016-03-31,Azerbaijan,13,9,9
2016-03-31,Bangladesh,389,837,150
2016-03-31,Barbados,1,7,
2016-03-31,Belarus,2,4,6
2016-03-31,Benin,1,2,
2016-03-31,Bhutan,2,,2
2016-03-31,Bosnia and Herzegovina,1,,3
2016-03-31,Botswana,3,7,8
2016-03-31,Brazil,11,7,7
2016-03-31,British overseas citizens,14,1,4
2016-03-31,Burkina,1,,2
2016-03-31,Burma,59,44,17
2016-03-31,Burundi,3,7,3
2016-03-31,Cameroon,73,58,25
2016-03-31,Canada,2,3,3
2016-03-31,Cape Verde,2,,
2016-03-31,Central African Republic,3,2,
2016-03-31,Chad,8,3,9
2016-03-31,China,386,321,95
2016-03-31,Colombia,7,9,2
2016-03-31,Congo,13,16,8
2016-03-31,Congo (Democratic Republic),143,71,75
2016-03-31,Djibouti,1,,
2016-03-31,Egypt,168,114,87
2016-03-31,El Salvador,19,30,
2016-03-31,Eritrea,611,1087,882
2016-03-31,Ethiopia,114,160,108
2016-03-31,"Gambia, The",93,92,47
2016-03-31,Georgia,20,19,16
2016-03-31,Ghana,56,93,32
2016-03-31,Greece,2,,2
2016-03-31,Grenada,6,4,
2016-03-31,Guatemala,4,,2
2016-03-31,Guinea,12,21,7
2016-03-31,Guinea-Bissau,1,1,
2016-03-31,Guyana,1,1,1
2016-03-31,Honduras,1,1,1
2016-03-31,India,179,524,118
2016-03-31,Indonesia,12,5,
2016-03-31,Iran,698,2591,269
2016-03-31,Iraq,528,1801,295
2016-03-31,Ireland,1,,
2016-03-31,Israel,1,1,1
2016-03-31,Ivory Coast,25,15,17
2016-03-31,Jamaica,38,78,30
2016-03-31,Japan,1,1,
2016-03-31,Jordan,12,9,12
2016-03-31,Kazakhstan,7,3,1
2016-03-31,Kenya,36,52,29
2016-03-31,Korea (North),19,11,10
2016-03-31,Korea (South),3,6,
2016-03-31,Kosovo,23,5,3
2016-03-31,Kuwait,15,80,6
2016-03-31,Latvia,3,1,2
2016-03-31,Lebanon,62,39,28
2016-03-31,Lesotho,1,,
2016-03-31,Liberia,9,2,1
2016-03-31,Libya,412,317,251
2016-03-31,Lithuania,3,,6
2016-03-31,Malawi,48,42,35
2016-03-31,Malaysia,13,26,6
2016-03-31,Mali,13,3,3
2016-03-31,Mauritius,17,36,5
2016-03-31,Mexico,5,14,5
2016-03-31,Mongolia,15,13,9
2016-03-31,Morocco,25,25,21
2016-03-31,Mozambique,2,,1
2016-03-31,Namibia,15,17,3
2016-03-31,Nepal,23,74,1
2016-03-31,Netherlands,1,1,
2016-03-31,Niger,1,,1
2016-03-31,Nigeria,585,711,322
2016-03-31,Occupied Palestinian Territories,71,90,33
2016-03-31,Oman,4,1,1
2016-03-31,Other and unknown,4,9,3
2016-03-31,Pakistan,1222,1443,423
2016-03-31,Philippines,19,28,5
2016-03-31,Poland,6,3,10
2016-03-31,Portugal,3,,
2016-03-31,Refugee,3,7,5
2016-03-31,Romania,1,2,1
2016-03-31,Russia,56,49,35
2016-03-31,Rwanda,11,8,7
2016-03-31,Saudi Arabia,8,37,11
2016-03-31,Senegal,12,18,9
2016-03-31,Sierra Leone,43,21,28
2016-03-31,Singapore,3,,2
2016-03-31,Slovakia,1,,1
2016-03-31,Somalia,163,147,84
2016-03-31,South Africa,27,27,21
2016-03-31,Spain,1,1,
2016-03-31,Sri Lanka,1223,598,462
2016-03-31,St. Lucia,5,8,2
2016-03-31,Stateless,80,336,29
2016-03-31,Sudan,115,532,162
2016-03-31,Swaziland,2,9,6
2016-03-31,Switzerland,1,,
2016-03-31,Syria,120,1161,212
2016-03-31,Tajikistan,1,3,
2016-03-31,Tanzania,19,21,8
2016-03-31,Thailand,2,8,8
2016-03-31,Togo,3,1,1
2016-03-31,Trinidad and Tobago,10,12,2
2016-03-31,Tunisia,6,18,10
2016-03-31,Turkey,116,124,135
2016-03-31,Turkmenistan,3,3,1
2016-03-31,Uganda,62,151,34
2016-03-31,Ukraine,59,24,24
2016-03-31,United Arab Emirates,1,,
2016-03-31,United States,9,18,8
2016-03-31,Uruguay,1,,
2016-03-31,Uzbekistan,5,21,6
2016-03-31,Venezuela,8,3,1
2016-03-31,Vietnam,127,286,158
2016-03-31,Yemen,28,43,19
2016-03-31,Zambia,11,19,9
2016-03-31,Zimbabwe,254,145,48
2016-03-31,Australia,,1,1
2016-03-31,"Bahamas, The",,1,
2016-03-31,Bahrain,,3,4
2016-03-31,Belize,,1,
2016-03-31,Bolivia,,3,5
2016-03-31,Croatia,,1,4
2016-03-31,Cuba,,2,2
2016-03-31,Dominica,,7,1
2016-03-31,East Timor,,2,
2016-03-31,Former Yugoslavia,,2,
2016-03-31,France,,1,
2016-03-31,Hong Kong,,2,1
2016-03-31,Kyrgyzstan,,1,2
2016-03-31,Maldives,,21,1
2016-03-31,Mauritania,,1,1
2016-03-31,Moldova,,1,
2016-03-31,New Zealand,,1,
2016-03-31,Qatar,,1,1
2016-03-31,Serbia,,3,
2016-03-31,St. Vincent and the Grenadines,,10,
2016-03-31,Sudan (South),,3,
2016-03-31,Taiwan,,1,
2016-03-31,Cambodia,,,1
2016-03-31,Equatorial Guinea,,,1
2016-03-31,Fiji,,,1
2016-03-31,Italy,,,1
2016-03-31,Laos,,,1
2016-03-31,Macedonia,,,2
2016-03-31,Nicaragua,,,1
2016-03-31,Seychelles,,,1
2016-03-31,St. Kitts and Nevis,,,2
2016-06-30,Afghanistan,601,1368,663
2016-06-30,Albania,609,744,875
2016-06-30,Algeria,60,89,33
2016-06-30,Angola,20,28,27
2016-06-30,Antigua and Barbuda,1,2,
2016-06-30,Armenia,6,5,4
2016-06-30,Azerbaijan,18,12,5
2016-06-30,Bahrain,1,3,
2016-06-30,Bangladesh,333,968,196
2016-06-30,Barbados,1,9,
2016-06-30,Belarus,1,5,6
2016-06-30,Benin,1,3,1
2016-06-30,Bolivia,2,4,5
2016-06-30,Bosnia and Herzegovina,5,,1
2016-06-30,Botswana,3,9,10
2016-06-30,Brazil,8,11,8
2016-06-30,British overseas citizens,10,3,3
2016-06-30,Burma,45,53,22
2016-06-30,Burundi,5,11,6
2016-06-30,Cameroon,59,88,33
2016-06-30,Canada,1,1,4
2016-06-30,Cape Verde,2,,
2016-06-30,Central African Republic,2,,
2016-06-30,Chad,7,1,9
2016-06-30,China,281,413,102
2016-06-30,Colombia,6,,11
2016-06-30,Congo,12,16,6
2016-06-30,Congo (Democratic Republic),117,83,72
2016-06-30,Egypt,106,141,96
2016-06-30,El Salvador,17,45,
2016-06-30,Eritrea,361,513,1571
2016-06-30,Ethiopia,88,129,112
2016-06-30,"Gambia, The",77,105,46
2016-06-30,Georgia,26,27,17
2016-06-30,Ghana,49,131,40
2016-06-30,Greece,1,,2
2016-06-30,Grenada,5,3,2
2016-06-30,Guatemala,1,1,2
2016-06-30,Guinea,5,18,12
2016-06-30,Guinea-Bissau,1,,1
2016-06-30,Guyana,1,,1
2016-06-30,Honduras,1,3,1
2016-06-30,India,182,710,113
2016-06-30,Indonesia,13,3,
2016-06-30,Iran,622,2536,402
2016-06-30,Iraq,451,1677,470
2016-06-30,Ireland,1,,
2016-06-30,Israel,2,2,1
2016-06-30,Ivory Coast,20,15,19
2016-06-30,Jamaica,30,104,31
2016-06-30,Japan,1,2,
2016-06-30,Jordan,12,9,19
2016-06-30,Kazakhstan,7,4,1
2016-06-30,Kenya,36,61,31
2016-06-30,Korea (North),11,8,13
2016-06-30,Korea (South),1,5,1
2016-06-30,Kosovo,15,14,2
2016-06-30,Kuwait,9,101,11
2016-06-30,Latvia,2,2,1
2016-06-30,Lebanon,54,40,36
2016-06-30,Lesotho,1,,
2016-06-30,Liberia,6,3,1
2016-06-30,Libya,298,269,285
2016-06-30,Lithuania,1,,4
2016-06-30,Macedonia,1,1,2
2016-06-30,Malawi,40,69,38
2016-06-30,Malaysia,16,50,5
2016-06-30,Mali,5,3,3
2016-06-30,Mauritius,24,23,12
2016-06-30,Mexico,4,15,8
2016-06-30,Mongolia,13,8,12
2016-06-30,Morocco,28,38,16
2016-06-30,Mozambique,2,1,1
2016-06-30,Namibia,8,17,4
2016-06-30,Nepal,26,74,3
2016-06-30,Netherlands,1,,
2016-06-30,Niger,1,1,1
2016-06-30,Nigeria,478,881,407
2016-06-30,Occupied Palestinian Territories,55,92,51
2016-06-30,Oman,1,2,1
2016-06-30,Other and unknown,1,23,3
2016-06-30,Pakistan,1038,1815,473
2016-06-30,Philippines,19,36,8
2016-06-30,Poland,2,3,6
2016-06-30,Portugal,4,,
2016-06-30,Refugee,11,11,6
2016-06-30,Romania,3,2,
2016-06-30,Russia,41,35,38
2016-06-30,Rwanda,6,14,7
2016-06-30,Saudi Arabia,3,48,12
2016-06-30,Senegal,6,21,9
2016-06-30,Serbia,1,2,1
2016-06-30,Sierra Leone,35,33,31
2016-06-30,Singapore,1,,2
2016-06-30,Slovakia,1,,1
2016-06-30,Somalia,150,182,85
2016-06-30,South Africa,27,49,18
2016-06-30,Spain,1,1,
2016-06-30,Sri Lanka,1045,655,455
2016-06-30,Stateless,61,313,49
2016-06-30,Sudan,83,465,175
2016-06-30,Swaziland,1,5,7
2016-06-30,Syria,76,854,258
2016-06-30,Tajikistan,1,2,1
2016-06-30,Tanzania,10,18,7
2016-06-30,Thailand,3,14,12
2016-06-30,Togo,4,2,1
